id,name,variety,u,v,anchor
19,Platform,Meteorite Attach Right Endcap,126,486,
19,Stair,Meteorite Up-Right Riser,144,486,
19,Stair,Meteorite Up-Right Stringer,162,486,
19,Stair,Meteorite Up-Left Riser,180,486,
19,Stair,Meteorite Up-Left Stringer,198,486,
19,Stair,Meteorite Top Landing R,216,486,
19,Stair,Meteorite Top Landing L,234,486,
19,Stair,Meteorite Top Landing L-R,252,486,
19,Stair,Meteorite Top Landing R Endcap,270,486,
19,Stair,Meteorite Top Landing L Endcap,288,486,
19,Stair,Meteorite Bottom Landing R,306,486,
19,Stair,Meteorite Bottom Landing L,324,486,
19,Stair,Meteorite Inset Up-Right 1,342,486,
19,Stair,Meteorite Inset Up-Left 1,360,486,
19,Stair,Meteorite Inset Up-Right 2,378,486,
19,Stair,Meteorite Inset Up-Left 2,396,486,
19,Stair,Meteorite Inset Up-Right 3,414,486,
19,Stair,Meteorite Inset Up-Left 3,432,486,
19,Stair,Meteorite Inverted Right,450,486,
19,Stair,Meteorite Inverted Left,468,486,
19,Platform,Granite Flat,,504,
19,Platform,Granite Endcap Right,18,504,
19,Platform,Granite Endcap Left,36,504,
19,Platform,Granite Attach Left,54,504,
19,Platform,Granite Attach Right,72,504,
19,Platform,Granite Single,90,504,
19,Platform,Granite Attach Left Endcap,108,504,
19,Platform,Granite Attach Right Endcap,126,504,
19,Stair,Granite Up-Right Riser,144,504,
19,Stair,Granite Up-Right Stringer,162,504,
19,Stair,Granite Up-Left Riser,180,504,
19,Stair,Granite Up-Left Stringer,198,504,
19,Stair,Granite Top Landing R,216,504,
19,Stair,Granite Top Landing L,234,504,
19,Stair,Granite Top Landing L-R,252,504,
19,Stair,Granite Top Landing R Endcap,270,504,
19,Stair,Granite Top Landing L Endcap,288,504,
19,Stair,Granite Bottom Landing R,306,504,
19,Stair,Granite Bottom Landing L,324,504,
19,Stair,Granite Inset Up-Right 1,342,504,
19,Stair,Granite Inset Up-Left 1,360,504,
19,Stair,Granite Inset Up-Right 2,378,504,
19,Stair,Granite Inset Up-Left 2,396,504,
19,Stair,Granite Inset Up-Right 3,414,504,
19,Stair,Granite Inset Up-Left 3,432,504,
19,Stair,Granite Inverted Right,450,504,
19,Stair,Granite Inverted Left,468,504,
19,Platform,Marble Flat,,522,
19,Platform,Marble Endcap Right,18,522,
19,Platform,Marble Endcap Left,36,522,
19,Platform,Marble Attach Left,54,522,
19,Platform,Marble Attach Right,72,522,
19,Platform,Marble Single,90,522,
19,Platform,Marble Attach Left Endcap,108,522,
19,Platform,Marble Attach Right Endcap,126,522,
19,Stair,Marble Up-Right Riser,144,522,
19,Stair,Marble Up-Right Stringer,162,522,
19,Stair,Marble Up-Left Riser,180,522,
19,Stair,Marble Up-Left Stringer,198,522,
19,Stair,Marble Top Landing R,216,522,
19,Stair,Marble Top Landing L,234,522,
19,Stair,Marble Top Landing L-R,252,522,
19,Stair,Marble Top Landing R Endcap,270,522,
19,Stair,Marble Top Landing L Endcap,288,522,
19,Stair,Marble Bottom Landing R,306,522,
19,Stair,Marble Bottom Landing L,324,522,
19,Stair,Marble Inset Up-Right 1,342,522,
19,Stair,Marble Inset Up-Left 1,360,522,
19,Stair,Marble Inset Up-Right 2,378,522,
19,Stair,Marble Inset Up-Left 2,396,522,
19,Stair,Marble Inset Up-Right 3,414,522,
19,Stair,Marble Inset Up-Left 3,432,522,
19,Stair,Marble Inverted Right,450,522,
19,Stair,Marble Inverted Left,468,522,
19,Platform,Crystal Flat,,540,
19,Platform,Crystal Endcap Right,18,540,
19,Platform,Crystal Endcap Left,36,540,
19,Platform,Crystal Attach Left,54,540,
19,Platform,Crystal Attach Right,72,540,
19,Platform,Crystal Single,90,540,
19,Platform,Crystal Attach Left Endcap,108,540,
19,Platform,Crystal Attach Right Endcap,126,540,
19,Stair,Crystal Up-Right Riser,144,540,
19,Stair,Crystal Up-Right Stringer,162,540,
19,Stair,Crystal Up-Left Riser,180,540,
19,Stair,Crystal Up-Left Stringer,198,540,
19,Stair,Crystal Top Landing R,216,540,
19,Stair,Crystal Top Landing L,234,540,
19,Stair,Crystal Top Landing L-R,252,540,
19,Stair,Crystal Top Landing R Endcap,270,540,
19,Stair,Crystal Top Landing L Endcap,288,540,
19,Stair,Crystal Bottom Landing R,306,540,
19,Stair,Crystal Bottom Landing L,324,540,
19,Stair,Crystal Inset Up-Right 1,342,540,
19,Stair,Crystal Inset Up-Left 1,360,540,
19,Stair,Crystal Inset Up-Right 2,378,540,
19,Stair,Crystal Inset Up-Left 2,396,540,
19,Stair,Crystal Inset Up-Right 3,414,540,
19,Stair,Crystal Inset Up-Left 3,432,540,
19,Stair,Crystal Inverted Right,450,540,
19,Stair,Crystal Inverted Left,468,540,
19,Platform,Golden Flat,,558,
19,Platform,Golden Endcap Right,18,558,
19,Platform,Golden Endcap Left,36,558,
19,Platform,Golden Attach Left,54,558,
19,Platform,Golden Attach Right,72,558,
19,Platform,Golden Single,90,558,
19,Platform,Golden Attach Left Endcap,108,558,
19,Platform,Golden Attach Right Endcap,126,558,
19,Stair,Golden Up-Right Riser,144,558,
19,Stair,Golden Up-Right Stringer,162,558,
19,Stair,Golden Up-Left Riser,180,558,
19,Stair,Golden Up-Left Stringer,198,558,
19,Stair,Golden Top Landing R,216,558,
19,Stair,Golden Top Landing L,234,558,
19,Stair,Golden Top Landing L-R,252,558,
19,Stair,Golden Top Landing R Endcap,270,558,
19,Stair,Golden Top Landing L Endcap,288,558,
19,Stair,Golden Bottom Landing R,306,558,
19,Stair,Golden Bottom Landing L,324,558,
19,Stair,Golden Inset Up-Right 1,342,558,
19,Stair,Golden Inset Up-Left 1,360,558,
19,Stair,Golden Inset Up-Right 2,378,558,
19,Stair,Golden Inset Up-Left 2,396,558,
19,Stair,Golden Inset Up-Right 3,414,558,
19,Stair,Golden Inset Up-Left 3,432,558,
19,Stair,Golden Inverted Right,450,558,
19,Stair,Golden Inverted Left,468,558,
19,Platform,Dynasty Flat,,576,
19,Platform,Dynasty Endcap Right,18,576,
19,Platform,Dynasty Endcap Left,36,576,
19,Platform,Dynasty Attach Left,54,576,
19,Platform,Dynasty Attach Right,72,576,
19,Platform,Dynasty Single,90,576,
19,Platform,Dynasty Attach Left Endcap,108,576,
19,Platform,Dynasty Attach Right Endcap,126,576,
19,Stair,Dynasty Up-Right Riser,144,576,
19,Stair,Dynasty Up-Right Stringer,162,576,
19,Stair,Dynasty Up-Left Riser,180,576,
19,Stair,Dynasty Up-Left Stringer,198,576,
19,Stair,Dynasty Top Landing R,216,576,
19,Stair,Dynasty Top Landing L,234,576,
19,Stair,Dynasty Top Landing L-R,252,576,
19,Stair,Dynasty Top Landing R Endcap,270,576,
19,Stair,Dynasty Top Landing L Endcap,288,576,
19,Stair,Dynasty Bottom Landing R,306,576,
19,Stair,Dynasty Bottom Landing L,324,576,
19,Stair,Dynasty Inset Up-Right 1,342,576,
19,Stair,Dynasty Inset Up-Left 1,360,576,
19,Stair,Dynasty Inset Up-Right 2,378,576,
19,Stair,Dynasty Inset Up-Left 2,396,576,
19,Stair,Dynasty Inset Up-Right 3,414,576,
19,Stair,Dynasty Inset Up-Left 3,432,576,
19,Stair,Dynasty Inverted Right,450,576,
19,Stair,Dynasty Inverted Left,468,576,
19,Platform,Lihzahrd Flat,,592,
19,Platform,Lihzahrd Endcap Right,18,592,
19,Platform,Lihzahrd Endcap Left,36,592,
19,Platform,Lihzahrd Attach Left,54,592,
19,Platform,Lihzahrd Attach Right,72,592,
19,Platform,Lihzahrd Single,90,592,
19,Platform,Lihzahrd Attach Left Endcap,108,592,
19,Platform,Lihzahrd Attach Right Endcap,126,592,
19,Stair,Lihzahrd Up-Right Riser,144,592,
19,Stair,Lihzahrd Up-Right Stringer,162,592,
19,Stair,Lihzahrd Up-Left Riser,180,592,
19,Stair,Lihzahrd Up-Left Stringer,198,592,
19,Stair,Lihzahrd Top Landing R,216,592,
19,Stair,Lihzahrd Top Landing L,234,592,
19,Stair,Lihzahrd Top Landing L-R,252,592,
19,Stair,Lihzahrd Top Landing R Endcap,270,592,
19,Stair,Lihzahrd Top Landing L Endcap,288,592,
19,Stair,Lihzahrd Bottom Landing R,306,592,
19,Stair,Lihzahrd Bottom Landing L,324,592,
19,Stair,Lihzahrd Inset Up-Right 1,342,592,
19,Stair,Lihzahrd Inset Up-Left 1,360,592,
19,Stair,Lihzahrd Inset Up-Right 2,378,592,
19,Stair,Lihzahrd Inset Up-Left 2,396,592,
19,Stair,Lihzahrd Inset Up-Right 3,414,592,
19,Stair,Lihzahrd Inset Up-Left 3,432,592,
19,Stair,Lihzahrd Inverted Right,450,592,
19,Stair,Lihzahrd Inverted Left,468,592,
19,Platform,Flesh Flat,,610,
19,Platform,Flesh Endcap Right,18,610,
19,Platform,Flesh Endcap Left,36,610,
19,Platform,Flesh Attach Left,54,610,
19,Platform,Flesh Attach Right,72,610,
19,Platform,Flesh Single,90,610,
19,Platform,Flesh Attach Left Endcap,108,610,
19,Platform,Flesh Attach Right Endcap,126,610,
19,Stair,Flesh Up-Right Riser,144,610,
19,Stair,Flesh Up-Right Stringer,162,610,
19,Stair,Flesh Up-Left Riser,180,610,
19,Stair,Flesh Up-Left Stringer,198,610,
19,Stair,Flesh Top Landing R,216,610,
19,Stair,Flesh Top Landing L,234,610,
19,Stair,Flesh Top Landing L-R,252,610,
19,Stair,Flesh Top Landing R Endcap,270,610,
19,Stair,Flesh Top Landing L Endcap,288,610,
19,Stair,Flesh Bottom Landing R,306,610,
19,Stair,Flesh Bottom Landing L,324,610,
19,Stair,Flesh Inset Up-Right 1,342,610,
19,Stair,Flesh Inset Up-Left 1,360,610,
19,Stair,Flesh Inset Up-Right 2,378,610,
19,Stair,Flesh Inset Up-Left 2,396,610,
19,Stair,Flesh Inset Up-Right 3,414,610,
19,Stair,Flesh Inset Up-Left 3,432,610,
19,Stair,Flesh Inverted Right,450,610,
19,Stair,Flesh Inverted Left,468,610,
19,Platform,Frozen Flat,,628,
19,Platform,Frozen Endcap Right,18,628,
19,Platform,Frozen Endcap Left,36,628,
19,Platform,Frozen Attach Left,54,628,
19,Platform,Frozen Attach Right,72,628,
19,Platform,Frozen Single,90,628,
19,Platform,Frozen Attach Left Endcap,108,628,
19,Platform,Frozen Attach Right Endcap,126,628,
19,Stair,Frozen Up-Right Riser,144,628,
19,Stair,Frozen Up-Right Stringer,162,628,
19,Stair,Frozen Up-Left Riser,180,628,
19,Stair,Frozen Up-Left Stringer,198,628,
19,Stair,Frozen Top Landing R,216,628,
19,Stair,Frozen Top Landing L,234,628,
19,Stair,Frozen Top Landing L-R,252,628,
19,Stair,Frozen Top Landing R Endcap,270,628,
19,Stair,Frozen Top Landing L Endcap,288,628,
19,Stair,Frozen Bottom Landing R,306,628,
19,Stair,Frozen Bottom Landing L,324,628,
19,Stair,Frozen Inset Up-Right 1,342,628,
19,Stair,Frozen Inset Up-Left 1,360,628,
19,Stair,Frozen Inset Up-Right 2,378,628,
19,Stair,Frozen Inset Up-Left 2,396,628,
19,Stair,Frozen Inset Up-Right 3,414,628,
19,Stair,Frozen Inset Up-Left 3,432,628,
19,Stair,Frozen Inverted Right,450,628,
19,Stair,Frozen Inverted Left,468,628,
20,,,,,Left
20,,,18,,Bottom
20,,,36,,Right
21,Chest,,,,
21,Gold Chest,,36,,
21,Gold Chest,Locked,72,,
21,Shadow Chest,,108,,
21,Shadow Chest,Locked,144,,
21,Barrel,,180,,
21,Trash Can,,216,,
21,Ebonwood Chest,,252,,
21,Rich Mahogany Chest,,288,,
21,Pearlwood Chest,,324,,
21,Ivy Chest,,360,,
21,Ice Chest,,396,,
21,Living Wood Chest,,432,,
21,Skyware Chest,,468,,
21,Shadewood Chest,,504,,
21,Web Covered Chest,,540,,
21,Lihzahrd Chest,,576,,
21,Water Chest,,612,,
21,Jungle Chest,,648,,
21,Corruption Chest,,684,,
21,Crimson Chest,,720,,
21,Hallowed Chest,,756,,
21,Frozen Chest,,792,,
21,Jungle Chest,Locked,828,,
21,Corruption Chest,Locked,864,,
21,Crimson Chest,Locked,900,,
21,Hallowed Chest,Locked,936,,
21,Frozen Chest,Locked,972,,
21,Dynasty Chest,,1008,,
21,Honey Chest,,1044,,
21,Steampunk Chest,,1080,,
21,Palm Wood Chest,,1116,,
21,Mushroom Chest,,1152,,
21,Boreal Wood Chest,,1188,,
21,Slime Chest,,1224,,
21,Green Dungeon Chest,,1260,,
21,Green Dungeon Chest,Locked,1296,,
21,Pink Dungeon Chest,,1332,,
21,Pink Dungeon Chest,Locked,1368,,
21,Blue Dungeon Chest,,1404,,
21,Blue Dungeon Chest,Locked,1440,,
21,Bone Chest,,1476,,
21,Cactus Chest,,1512,,
21,Flesh Chest,,1548,,
21,Obsidian Chest,,1584,,
21,Pumpkin Chest,,1620,,
21,Spooky Chest,,1656,,
21,Glass Chest,,1692,,
21,Martian Chest,,1728,,
21,Meteorite Chest,,1764,,
21,Granite Chest,,1800,,
21,Marble Chest,,1836,,
24,Vile Grass,Single Blade,,,Right
24,Vile Grass,Double Blade,18,,Right
24,Vile Grass,Small Y,36,,Bottom
24,Vile Grass,Three Small,54,,Right
24,Vile Grass,Single Blade,72,,Left
24,Vile Grass,Three Large,90,,Left
24,Vile Flower,Yellow,108,,Left
24,Vile Flower,Red,126,,Right
24,Vile Mushroom,,144,,Bottom
26,,Demon Altar,,,
26,,Crimson Altar,54,,
27,,A,,,
27,,B,36,,
27,,C,72,,
28,,Clay Pot A1,,,
28,,Clay Pot A2,36,,
28,,Clay Pot A3,72,,
28,,Clay Pot B1,,36,
28,,Clay Pot B2,36,36,
28,,Clay Pot B3,72,36,
28,,Clay Pot C1,,72,
28,,Clay Pot C2,36,72,
28,,Clay Pot C3,72,72,
28,,Clay Pot D1,,108,
28,,Clay Pot D2,36,108,
28,,Clay Pot D3,72,108,
28,,Frozen Pot A1,,144,
28,,Frozen Pot A2,36,144,
28,,Frozen Pot A3,72,144,
28,,Frozen Pot B1,,180,
28,,Frozen Pot B2,36,180,
28,,Frozen Pot B3,72,180,
28,,Frozen Pot C1,,216,
28,,Frozen Pot C2,36,216,
28,,Frozen Pot C3,72,216,
28,,Jungle Pot A1,,252,
28,,Jungle Pot A2,36,252,
28,,Jungle Pot A3,72,252,
28,,Jungle Pot B1,,288,
28,,Jungle Pot B2,36,288,
28,,Jungle Pot B3,72,288,
28,,Jungle Pot C1,,324,
28,,Jungle Pot C2,36,324,
28,,Jungle Pot C3,72,324,
28,,Skull Pot A1,,360,
28,,Skull Pot A2,36,360,
28,,Skull Pot A3,72,360,
28,,Skull Pot B1,,396,
28,,Skull Pot B2,36,396,
28,,Skull Pot B3,72,396,
28,,Skull Pot C1,,432,
28,,Skull Pot C2,36,432,
28,,Skull Pot C3,72,432,
28,,Obsidian Pot A1,,468,
28,,Obsidian Pot A2,36,468,
28,,Obsidian Pot A3,72,468,
28,,Obsidian Pot B1,,504,
28,,Obsidian Pot B2,36,504,
28,,Obsidian Pot B3,72,504,
28,,Obsidian Pot C1,,540,
28,,Obsidian Pot C2,36,540,
28,,Obsidian Pot C3,72,540,
28,,Corrupt Pot A1,,576,
28,,Corrupt Pot A2,36,576,
28,,Corrupt Pot A3,72,576,
28,,Corrupt Pot B1,,612,
28,,Corrupt Pot B2,36,612,
28,,Corrupt Pot B3,72,612,
28,,Corrupt Pot C1,,648,
28,,Corrupt Pot C2,36,648,
28,,Corrupt Pot C2,36,648,
28,,Corrupt Pot C3,72,648,
28,,Webbed Pot A1,,684,
28,,Webbed Pot A2,36,684,
28,,Webbed Pot A3,72,684,
28,,Webbed Pot B1,,720,
28,,Webbed Pot B2,36,720,
28,,Webbed Pot B3,72,720,
28,,Webbed Pot C1,,756,
28,,Webbed Pot C2,36,756,
28,,Webbed Pot C3,72,756,
28,,Crimson Pot A1,,792,
28,,Crimson Pot A2,36,792,
28,,Crimson Pot A3,72,792,
28,,Crimson Pot B1,,828,
28,,Crimson Pot B2,36,828,
28,,Crimson Pot B3,72,828,
28,,Crimson Pot C1,,864,
28,,Crimson Pot C2,36,864,
28,,Crimson Pot C3,72,864,
28,,Elegant Pot A1,,900,
28,,Elegant Pot A2,36,900,
28,,Elegant Pot A3,72,900,
28,,Elegant Pot B1,,936,
28,,Elegant Pot B2,36,936,
28,,Elegant Pot B3,72,936,
28,,Elegant Pot C1,,972,
28,,Elegant Pot C2,36,972,
28,,Elegant Pot C3,72,972,
28,,Lihzahrd Pot A1,,1008,
28,,Lihzahrd Pot A2,36,1008,
28,,Lihzahrd Pot A3,72,1008,
28,,Lihzahrd Pot B1,,1044,
28,,Lihzahrd Pot B2,36,1044,
28,,Lihzahrd Pot B3,72,1044,
28,,Lihzahrd Pot C1,,1080,
28,,Lihzahrd Pot C2,36,1080,
28,,Lihzahrd Pot C3,72,1080,
28,,Marble Pot A1,,1116,
28,,Marble Pot A2,36,1116,
28,,Marble Pot A3,72,1116,
28,,Marble Pot B1,,1152,
28,,Marble Pot B2,36,1152,
28,,Marble Pot B3,72,1152,
28,,Marble Pot C1,,1188,
28,,Marble Pot C2,36,1188,
28,,Marble Pot C3,72,1188,
29,,Default,,,
31,Shadow Orb,,,,
31,Demon Heart,,36,,
33,Candle,On,,,
33,Candle,Off,18,,
33,Blue Dungeon Candle,On,,22,
33,Blue Dungeon Candle,Off,18,22,
33,Green Dungeon Candle,On,,44,
33,Green Dungeon Candle,Off,18,44,
33,Pink Dungeon Candle,On,,66,
33,Pink Dungeon Candle,Off,18,66,
33,Cactus Candle,On,,88,
33,Cactus Candle,Off,18,88,
33,Ebonwood Candle,On,,110,
33,Ebonwood Candle,Off,18,110,
33,Flesh Candle,On,,132,
33,Flesh Candle,Off,18,132,
33,Glass Candle,On,,154,
33,Glass Candle,Off,18,154,
33,Frozen Candle,On,,176,
33,Frozen Candle,Off,18,176,
33,Rich Mahogany Candle,On,,198,
33,Rich Mahogany Candle,Off,18,198,
33,Pearlwood Candle,On,,220,
33,Pearlwood Candle,Off,18,220,
33,Lihzahrd Candle,On,,242,
33,Lihzahrd Candle,Off,18,242,
33,Skyware Candle,On,,264,
33,Skyware Candle,Off,18,264,
33,Pumpkin Candle,On,,286,
33,Pumpkin Candle,Off,18,286,
33,Living Wood Candle,On,,308,
33,Living Wood Candle,Off,18,308,
33,Shadewood Candle,On,,330,
33,Shadewood Candle,Off,18,330,
33,Golden Candle,On,,352,
33,Golden Candle,Off,18,352,
33,Dynasty Candle,On,,374,
33,Dynasty Candle,Off,18,374,
33,Palm Wood Candle,On,,396,
33,Palm Wood Candle,Off,18,396,
33,Mushroom Candle,On,,418,
33,Mushroom Candle,Off,18,418,
33,Boreal Wood Candle,On,,440,
33,Boreal Wood Candle,Off,18,440,
33,Slime Candle,On,,462,
33,Slime Candle,Off,18,462,
33,Honey Candle,On,,484,
33,Honey Candle,Off,18,484,
33,Steampunk Candle,On,,506,
33,Steampunk Candle,Off,18,506,
33,Spooky Candle,On,,528,
33,Spooky Candle,Off,18,528,
33,Obsidian Candle,On,,550,
33,Obsidian Candle,Off,18,550,
33,Martian Hover Candle,On,,572,
33,Martian Hover Candle,Off,18,572,
33,Meteorite Candle,On,,594,
33,Meteorite Candle,Off,18,594,
33,Granite Candle,On,,616,
33,Granite Candle,Off,18,616,
33,Marble Candle,On,,638,
33,Marble Candle,Off,18,638,
33,Crystal Candle,On,,654,
33,Crystal Candle,Off,18,654,
34,Copper Chandelier,On,,,
34,Copper Chandelier,Off,54,,
34,Silver Chandelier,On,,54,
34,Silver Chandelier,Off,54,54,
34,Gold Chandelier,On,,108,
34,Gold Chandelier,Off,54,108,
34,Tin Chandelier,On,,162,
34,Tin Chandelier,Off,54,162,
34,Tungsten Chandelier,On,,216,
34,Tungsten Chandelier,Off,54,216,
34,Platinum Chandelier,On,,270,
34,Platinum Chandelier,Off,54,270,
34,Jackelier,On,,324,
34,Jackelier,Off,54,324,
34,Cactus Chandelier,On,,378,
34,Cactus Chandelier,Off,54,378,
34,Ebonwood Chandelier,On,,432,
34,Ebonwood Chandelier,Off,54,432,
34,Flesh Chandelier,On,,486,
34,Flesh Chandelier,Off,54,486,
34,Honey Chandelier,On,,540,
34,Honey Chandelier,Off,54,540,
34,Frozen Chandelier,On,,594,
34,Frozen Chandelier,Off,54,594,
34,Rich Mahogany Chandelier,On,,648,
34,Rich Mahogany Chandelier,Off,54,648,
34,Pearlwood Chandelier,On,,702,
34,Pearlwood Chandelier,Off,54,702,
34,Lihzahrd Chandelier,On,,756,
34,Lihzahrd Chandelier,Off,54,756,
34,Skyware Chandelier,On,,810,
34,Skyware Chandelier,Off,54,810,
34,Spooky Chandelier,On,,864,
34,Spooky Chandelier,Off,54,864,
34,Glass Chandelier,On,,918,
34,Glass Chandelier,Off,54,918,
34,Living Wood Chandelier,On,,972,
34,Living Wood Chandelier,Off,54,972,
34,Shadewood Chandelier,On,,1026,
34,Shadewood Chandelier,Off,54,1026,
34,Golden Chandelier,On,,1080,
34,Golden Chandelier,Off,54,1080,
34,Bone Chandelier,On,,1134,
34,Bone Chandelier,Off,54,1134,
34,Large Dynasty Lantern,On,,1188,
34,Large Dynasty Lantern,Off,54,1188,
34,Palm Wood Chandelier,On,,1242,
34,Palm Wood Chandelier,Off,54,1242,
34,Mushroom Chandelier,On,,1296,
34,Mushroom Chandelier,Off,54,1296,
34,Boreal Wood Chandelier,On,,1350,
34,Boreal Wood Chandelier,Off,54,1350,
34,Slime Chandelier,On,,1404,
34,Slime Chandelier,Off,54,1404,
34,Blue Dungeon Chandelier,On,,1458,
34,Blue Dungeon Chandelier,Off,54,1458,
34,Green Dungeon Chandelier,On,,1512,
34,Green Dungeon Chandelier,Off,54,1512,
34,Pink Dungeon Chandelier,On,,1566,
34,Pink Dungeon Chandelier,Off,54,1566,
34,Steampunk Chandelier,On,,1620,
34,Steampunk Chandelier,Off,54,1620,
34,Pumpkin Chandelier,On,,1674,
34,Pumpkin Chandelier,Off,54,1674,
34,Obsidian Chandelier,On,,1728,
34,Obsidian Chandelier,Off,54,1728,
34,Martian Chandelier,On,,1782,
34,Martian Chandelier,Off,54,1782,
34,Meteorite Chandelier,On,,1836,
34,Meteorite Chandelier,Off,54,1836,
34,Granite Chandelier,On,,1890,
34,Granite Chandelier,Off,54,1890,
34,Marble Chandelier,On,,1944,
34,Marble Chandelier,Off,54,1944,
34,Crystal Chandelier,On,108,,
34,Crystal Chandelier,Off,162,,
35,Jack 'O Lantern 1,On,,,
35,Jack 'O Lantern 1,Off,36,,
35,Jack 'O Lantern 2,On,,36,
35,Jack 'O Lantern 2,Off,36,36,
35,Jack 'O Lantern 3,On,,72,
35,Jack 'O Lantern 3,Off,36,72,
35,Jack 'O Lantern 4,On,,108,
35,Jack 'O Lantern 4,Off,36,108,
35,Jack 'O Lantern 5,On,,144,
35,Jack 'O Lantern 5,Off,36,144,
35,Jack 'O Lantern 6,On,,180,
35,Jack 'O Lantern 6,Off,36,180,
35,Jack 'O Lantern 7,On,,216,
35,Jack 'O Lantern 7,Off,36,216,
35,Jack 'O Lantern 8,On,,252,
35,Jack 'O Lantern 8,Off,36,252,
35,Jack 'O Lantern 9,On,,288,
35,Jack 'O Lantern 9,Off,36,288,
35,Crystal Lantern,On,,1332,
35,Crystal Lantern,Off,18,1332,
36,Present,Red with White Ribbon,,,
36,Present,Red with Blue Ribbon,18,,
36,Present,Green with White Ribbon,36,,
36,Present,Green with Red Ribbon,54,,
36,Present,Yellow with White Ribbon,72,,
36,Present,Blue with White Ribbon,90,,
36,Present,Blue with Yellow Ribbon,108,,
42,Chain Lantern,On,,,
42,Chain Lantern,Off,18,,
42,Brass Lantern,On,,36,
42,Brass Lantern,Off,18,36,
42,Caged Lantern,On,,72,
42,Caged Lantern,Off,18,72,
42,Carriage Lantern,On,,108,
42,Carriage Lantern,Off,18,108,
42,Alchemy Lantern,On,,144,
42,Alchemy Lantern,Off,18,144,
42,Diablost Lamp,On,,180,
42,Diablost Lamp,Off,18,180,
42,Oil Rag Sconse,On,,216,
42,Oil Rag Sconse,Off,18,216,
42,Star in a Bottle,On,,252,
42,Star in a Bottle,Off,18,252,
42,Hanging Jack 'O Lantern,On,,288,
42,Hanging Jack 'O Lantern,Off,18,288,
42,Heart Lantern,On,,324,
42,Heart Lantern,Off,18,324,
42,Cactus Lantern,On,,360,
42,Cactus Lantern,Off,18,360,
42,Ebonwood Lantern,On,,396,
42,Ebonwood Lantern,Off,18,396,
42,Flesh Lantern,On,,432,
42,Flesh Lantern,Off,18,432,
42,Honey Lantern,On,,468,
42,Honey Lantern,Off,18,468,
42,Steampunk Lantern,On,,504,
42,Steampunk Lantern,Off,18,504,
42,Glass Lantern,On,,540,
42,Glass Lantern,Off,18,540,
42,Rich Mahogany Lantern,On,,576,
42,Rich Mahogany Lantern,Off,18,576,
42,Pearlwood Lantern,On,,612,
42,Pearlwood Lantern,Off,18,612,
42,Frozen Lantern,On,,648,
42,Frozen Lantern,Off,18,648,
42,Lihzahrd Lantern,On,,684,
42,Lihzahrd Lantern,Off,18,684,
42,Skyware Lantern,On,,720,
42,Skyware Lantern,Off,18,720,
42,Spooky Lantern,On,,756,
42,Spooky Lantern,Off,18,756,
42,Living Wood Lantern,On,,792,
42,Living Wood Lantern,Off,18,792,
42,Shadewood Lantern,On,,828,
42,Shadewood Lantern,Off,18,828,
42,Golden Lantern,On,,864,
42,Golden Lantern,Off,18,864,
42,Bone Lantern,On,,900,
42,Bone Lantern,Off,18,900,
42,Dynasty Lantern,On,,936,
42,Dynasty Lantern,Off,18,936,
42,Palm Wood Lantern,On,,972,
42,Palm Wood Lantern,Off,18,972,
42,Mushroom Lantern,On,,1008,
42,Mushroom Lantern,Off,18,1008,
42,Boreal Wood Lantern,On,,1044,
42,Boreal Wood Lantern,Off,18,1044,
42,Slime Lantern,On,,1080,
42,Slime Lantern,Off,18,1080,
42,Pumpkin Lantern,On,,1116,
42,Pumpkin Lantern,Off,18,1116,
42,Obsidian Lantern,On,,1152,
42,Obsidian Lantern,Off,18,1152,
42,Martian Lantern,On,,1188,
42,Martian Lantern,Off,18,1188,
42,Meteorite Lantern,On,,1224,
42,Meteorite Lantern,Off,18,1224,
42,Granite Lantern,On,,1260,
42,Granite Lantern,Off,18,1260,
42,Marble Lantern,On,,1296,
42,Marble Lantern,Off,18,1296,
50,,Blue Red Brown,,,
50,,Yellow Pink,18,,
50,,Teal Brown,36,,
50,,Purple Blue,54,,
50,,Green Orange,72,,
50,,Brown Water Bolt Gray,90,,
55,,Ground,,,Top
55,,Hanging,36,,Bottom
55,,Left Side,72,,Left
55,,Right Side,108,,Right
61,Jungle Grass,Single Blade,,,Right
61,Jungle Grass,Double Blade,18,,Right
61,Jungle Grass,Small Y,36,,Bottom
61,Jungle Grass,Three Small,54,,Right
61,Jungle Grass,Single Blade,72,,Left
61,Jungle Grass,Three Large,90,,Left
61,Jungle Rose,Immature,108,,Left
61,Jungle Rose,Immature,126,,Right
61,Puff Light,,144,,Bottom
61,Nature's Gift,Immature,162,,Right
71,,Double Small,,,
71,,Small,18,,
71,,Malformed,36,,
71,,Thin,54,,
71,,Standard,72,,
72,,Trunk A,,,
72,,Tree Top,18,,Bottom
72,,Trunk B,,18,
72,,Tree Top,18,18,Right
72,,Trunk C,,36,
72,,Tree Top,18,36,Left
73,Grass,G,,,Bottom
73,Grass,C,18,,Bottom
73,Grass,?,36,,Bottom
73,Grass,u,54,,Bottom
73,Grass,w,72,,Bottom
73,Grass,W,90,,Bottom
73,Rose,A,108,,Bottom
73,Rose,B,126,,Bottom
74,Jungle Grass,G,,,Bottom
74,Jungle Grass,C,18,,Bottom
74,Jungle Grass,?,36,,Bottom
74,Jungle Grass,u,54,,Bottom
74,Jungle Grass,w,72,,Bottom
